Comunidad autónoma;Sexo;Distintos grupos de edad;Tipo de tasa;Periodo;Total
Balears (Illes);ambos sexos;total;tasas de actividad;1996TIII;57,01
Balears (Illes);ambos sexos;total;tasas de actividad;1996TII;56,17
Balears (Illes);ambos sexos;total;tasas de actividad;1996TI;55,37
Balears (Illes);ambos sexos;total;tasas de paro;2001TIV;4,92
Balears (Illes);ambos sexos;total;tasas de paro;2001TIII;3,88
Balears (Illes);ambos sexos;total;tasas de paro;2001TII;5,90
Balears (Illes);ambos sexos;total;tasas de paro;2001TI;9,09
Balears (Illes);ambos sexos;total;tasas de paro;2000TIV;7,40
Balears (Illes);ambos sexos;total;tasas de paro;2000TIII;4,47
Balears (Illes);ambos sexos;total;tasas de paro;2000TII;4,75
Balears (Illes);ambos sexos;total;tasas de paro;2000TI;9,48
Balears (Illes);ambos sexos;total;tasas de paro;1999TIV;7,85
Balears (Illes);ambos sexos;total;tasas de paro;1999TIII;6,12
Balears (Illes);ambos sexos;total;tasas de paro;1999TII;7,01
Balears (Illes);ambos sexos;total;tasas de paro;1999TI;11,38
Balears (Illes);ambos sexos;total;tasas de paro;1998TIV;11,49
Balears (Illes);ambos sexos;total;tasas de paro;1998TIII;8,95
Balears (Illes);ambos sexos;total;tasas de paro;1998TII;11,30
Balears (Illes);ambos sexos;total;tasas de paro;1998TI;13,40
Balears (Illes);ambos sexos;total;tasas de paro;1997TIV;11,37
Balears (Illes);ambos sexos;total;tasas de paro;1997TIII;10,46
Balears (Illes);ambos sexos;total;tasas de paro;1997TII;11,88
Balears (Illes);ambos sexos;total;tasas de paro;1997TI;13,41
Balears (Illes);ambos sexos;total;tasas de paro;1996TIV;12,71
Balears (Illes);ambos sexos;total;tasas de paro;1996TIII;11,45
Balears (Illes);ambos sexos;total;tasas de paro;1996TII;13,62
Balears (Illes);ambos sexos;total;tasas de paro;1996TI;15,86
Balears (Illes);ambos sexos;total;tasas de empleo;2001TIV;54,87
Balears (Illes);ambos sexos;total;tasas de empleo;2001TIII;58,52
Balears (Illes);ambos sexos;total;tasas de empleo;2001TII;56,76
Balears (Illes);ambos sexos;total;tasas de empleo;2001TI;51,25
Balears (Illes);ambos sexos;total;tasas de empleo;2000TIV;54,51
Balears (Illes);ambos sexos;total;tasas de empleo;2000TIII;57,35
Balears (Illes);ambos sexos;total;tasas de empleo;2000TII;56,47
Balears (Illes);ambos sexos;total;tasas de empleo;2000TI;52,69
Balears (Illes);ambos sexos;total;tasas de empleo;1999TIV;53,03
Balears (Illes);ambos sexos;total;tasas de empleo;1999TIII;54,58
Balears (Illes);ambos sexos;total;tasas de empleo;1999TII;52,61
Balears (Illes);ambos sexos;total;tasas de empleo;1999TI;49,14
Balears (Illes);ambos sexos;total;tasas de empleo;1998TIV;49,32
Balears (Illes);ambos sexos;total;tasas de empleo;1998TIII;52,03
Balears (Illes);ambos sexos;total;tasas de empleo;1998TII;50,35
Balears (Illes);ambos sexos;total;tasas de empleo;1998TI;48,96
Balears (Illes);ambos sexos;total;tasas de empleo;1997TIV;49,31
Balears (Illes);ambos sexos;total;tasas de empleo;1997TIII;51,69
Balears (Illes);ambos sexos;total;tasas de empleo;1997TII;50,02
Balears (Illes);ambos sexos;total;tasas de empleo;1997TI;48,65
Balears (Illes);ambos sexos;total;tasas de empleo;1996TIV;49,22
Balears (Illes);ambos sexos;total;tasas de empleo;1996TIII;50,48
Balears (Illes);ambos sexos;total;tasas de empleo;1996TII;48,52
Balears (Illes);ambos sexos;total;tasas de empleo;1996TI;46,59
Balears (Illes);ambos sexos;menores de 25 años;tasas de actividad;2001TIV;52,07
Balears (Illes);ambos sexos;menores de 25 años;tasas de actividad;2001TIII;58,67
Balears (Illes);ambos sexos;menores de 25 años;tasas de actividad;2001TII;54,25
Balears (Illes);ambos sexos;menores de 25 años;tasas de actividad;2001TI;49,34
Balears (Illes);ambos sexos;menores de 25 años;tasas de actividad;2000TIV;51,51
Balears (Illes);ambos sexos;menores de 25 años;tasas de actividad;2000TIII;56,79
Balears (Illes);ambos sexos;menores de 25 años;tasas de actividad;2000TII;54,03
Balears (Illes);ambos sexos;menores de 25 años;tasas de actividad;2000TI;52,83
Balears (Illes);ambos sexos;menores de 25 años;tasas de actividad;1999TIV;52,85
Balears (Illes);ambos sexos;menores de 25 años;tasas de actividad;1999TIII;55,78
Balears (Illes);ambos sexos;menores de 25 años;tasas de actividad;1999TII;48,37
Balears (Illes);ambos sexos;menores de 25 años;tasas de actividad;1999TI;47,30
Balears (Illes);ambos sexos;menores de 25 años;tasas de actividad;1998TIV;51,74
Balears (Illes);ambos sexos;menores de 25 años;tasas de actividad;1998TIII;55,38
Balears (Illes);ambos sexos;menores de 25 años;tasas de actividad;1998TII;53,35
Balears (Illes);ambos sexos;menores de 25 años;tasas de actividad;1998TI;50,79
Balears (Illes);ambos sexos;menores de 25 años;tasas de actividad;1997TIV;47,90
Balears (Illes);ambos sexos;menores de 25 años;tasas de actividad;1997TIII;55,24
Balears (Illes);ambos sexos;menores de 25 años;tasas de actividad;1997TII;51,43
Balears (Illes);ambos sexos;menores de 25 años;tasas de actividad;1997TI;49,46
Balears (Illes);ambos sexos;menores de 25 años;tasas de actividad;1996TIV;53,43
Balears (Illes);ambos sexos;menores de 25 años;tasas de actividad;1996TIII;55,59
Balears (Illes);ambos sexos;menores de 25 años;tasas de actividad;1996TII;52,68
Balears (Illes);ambos sexos;menores de 25 años;tasas de actividad;1996TI;52,27
Balears (Illes);ambos sexos;menores de 25 años;tasas de paro;2001TIV;5,30
Balears (Illes);ambos sexos;menores de 25 años;tasas de paro;2001TIII;7,93
Balears (Illes);ambos sexos;menores de 25 años;tasas de paro;2001TII;14,51
Balears (Illes);ambos sexos;menores de 25 años;tasas de paro;2001TI;17,36
Balears (Illes);ambos sexos;menores de 25 años;tasas de paro;2000TIV;15,96
Balears (Illes);ambos sexos;menores de 25 años;tasas de paro;2000TIII;7,77
Balears (Illes);ambos sexos;menores de 25 años;tasas de paro;2000TII;9,24
Balears (Illes);ambos sexos;menores de 25 años;tasas de paro;2000TI;22,62
Balears (Illes);ambos sexos;menores de 25 años;tasas de paro;1999TIV;18,45
Balears (Illes);ambos sexos;menores de 25 años;tasas de paro;1999TIII;13,89
Balears (Illes);ambos sexos;menores de 25 años;tasas de paro;1999TII;13,79
Balears (Illes);ambos sexos;menores de 25 años;tasas de paro;1999TI;20,35
Balears (Illes);ambos sexos;menores de 25 años;tasas de paro;1998TIV;25,42
Balears (Illes);ambos sexos;menores de 25 años;tasas de paro;1998TIII;19,84
Balears (Illes);ambos sexos;menores de 25 años;tasas de paro;1998TII;26,91
Balears (Illes);ambos sexos;menores de 25 años;tasas de paro;1998TI;30,40
Balears (Illes);ambos sexos;menores de 25 años;tasas de paro;1997TIV;25,72
Balears (Illes);ambos sexos;menores de 25 años;tasas de paro;1997TIII;20,77
Balears (Illes);ambos sexos;menores de 25 años;tasas de paro;1997TII;26,58
Balears (Illes);ambos sexos;menores de 25 años;tasas de paro;1997TI;28,89
Balears (Illes);ambos sexos;menores de 25 años;tasas de paro;1996TIV;24,12
Balears (Illes);ambos sexos;menores de 25 años;tasas de paro;1996TIII;21,78
Balears (Illes);ambos sexos;menores de 25 años;tasas de paro;1996TII;22,61
Balears (Illes);ambos sexos;menores de 25 años;tasas de paro;1996TI;28,36
Balears (Illes);ambos sexos;menores de 25 años;tasas de empleo;2001TIV;49,31
Balears (Illes);ambos sexos;menores de 25 años;tasas de empleo;2001TIII;54,01
Balears (Illes);ambos sexos;menores de 25 años;tasas de empleo;2001TII;46,38
Balears (Illes);ambos sexos;menores de 25 años;tasas de empleo;2001TI;40,78
Balears (Illes);ambos sexos;menores de 25 años;tasas de empleo;2000TIV;43,29
Balears (Illes);ambos sexos;menores de 25 años;tasas de empleo;2000TIII;52,38
Balears (Illes);ambos sexos;menores de 25 años;tasas de empleo;2000TII;49,04
Balears (Illes);ambos sexos;menores de 25 años;tasas de empleo;2000TI;40,88
Balears (Illes);ambos sexos;menores de 25 años;tasas de empleo;1999TIV;43,10
Balears (Illes);ambos sexos;menores de 25 años;tasas de empleo;1999TIII;48,03
Balears (Illes);ambos sexos;menores de 25 años;tasas de empleo;1999TII;41,70
Balears (Illes);ambos sexos;menores de 25 años;tasas de empleo;1999TI;37,67
Balears (Illes);ambos sexos;menores de 25 años;tasas de empleo;1998TIV;38,59
Balears (Illes);ambos sexos;menores de 25 años;tasas de empleo;1998TIII;44,40
Balears (Illes);ambos sexos;menores de 25 años;tasas de empleo;1998TII;38,99
Balears (Illes);ambos sexos;menores de 25 años;tasas de empleo;1998TI;35,35
Balears (Illes);ambos sexos;menores de 25 años;tasas de empleo;1997TIV;35,58
Balears (Illes);ambos sexos;menores de 25 años;tasas de empleo;1997TIII;43,76
Balears (Illes);ambos sexos;menores de 25 años;tasas de empleo;1997TII;37,76
Balears (Illes);ambos sexos;menores de 25 años;tasas de empleo;1997TI;35,17
Balears (Illes);ambos sexos;menores de 25 años;tasas de empleo;1996TIV;40,54
Balears (Illes);ambos sexos;menores de 25 años;tasas de empleo;1996TIII;43,49
Balears (Illes);ambos sexos;menores de 25 años;tasas de empleo;1996TII;40,77
Balears (Illes);ambos sexos;menores de 25 años;tasas de empleo;1996TI;37,45
Balears (Illes);ambos sexos;de 25 y más años;tasas de actividad;2001TIV;58,70
Balears (Illes);ambos sexos;de 25 y más años;tasas de actividad;2001TIII;61,28
Balears (Illes);ambos sexos;de 25 y más años;tasas de actividad;2001TII;61,42
Balears (Illes);ambos sexos;de 25 y más años;tasas de actividad;2001TI;57,66
Balears (Illes);ambos sexos;de 25 y más años;tasas de actividad;2000TIV;60,23
Balears (Illes);ambos sexos;de 25 y más años;tasas de actividad;2000TIII;60,64
Balears (Illes);ambos sexos;de 25 y más años;tasas de actividad;2000TII;60,29
Balears (Illes);ambos sexos;de 25 y más años;tasas de actividad;2000TI;59,24
Balears (Illes);ambos sexos;de 25 y más años;tasas de actividad;1999TIV;58,46
Balears (Illes);ambos sexos;de 25 y más años;tasas de actividad;1999TIII;58,60
Balears (Illes);ambos sexos;de 25 y más años;tasas de actividad;1999TII;58,21
Balears (Illes);ambos sexos;de 25 y más años;tasas de actividad;1999TI;57,08
Balears (Illes);ambos sexos;de 25 y más años;tasas de actividad;1998TIV;56,52
Balears (Illes);ambos sexos;de 25 y más años;tasas de actividad;1998TIII;57,50
Balears (Illes);ambos sexos;de 25 y más años;tasas de actividad;1998TII;57,48
Balears (Illes);ambos sexos;de 25 y más años;tasas de actividad;1998TI;57,73
Balears (Illes);ambos sexos;de 25 y más años;tasas de actividad;1997TIV;57,26
Balears (Illes);ambos sexos;de 25 y más años;tasas de actividad;1997TIII;58,25
Balears (Illes);ambos sexos;de 25 y más años;tasas de actividad;1997TII;57,90
Balears (Illes);ambos sexos;de 25 y más años;tasas de actividad;1997TI;57,63
Balears (Illes);ambos sexos;de 25 y más años;tasas de actividad;1996TIV;57,03
Balears (Illes);ambos sexos;de 25 y más años;tasas de actividad;1996TIII;57,32
Balears (Illes);ambos sexos;de 25 y más años;tasas de actividad;1996TII;56,91
Balears (Illes);ambos sexos;de 25 y más años;tasas de actividad;1996TI;56,04
Balears (Illes);ambos sexos;de 25 y más años;tasas de paro;2001TIV;4,86
Balears (Illes);ambos sexos;de 25 y más años;tasas de paro;2001TIII;3,18
Balears (Illes);ambos sexos;de 25 y más años;tasas de paro;2001TII;4,52
Balears (Illes);ambos sexos;de 25 y más años;tasas de paro;2001TI;7,79
Balears (Illes);ambos sexos;de 25 y más años;tasas de paro;2000TIV;6,04
Balears (Illes);ambos sexos;de 25 y más años;tasas de paro;2000TIII;3,89
Balears (Illes);ambos sexos;de 25 y más años;tasas de paro;2000TII;3,99
Balears (Illes);ambos sexos;de 25 y más años;tasas de paro;2000TI;7,23
Balears (Illes);ambos sexos;de 25 y más años;tasas de paro;1999TIV;5,99
Balears (Illes);ambos sexos;de 25 y más años;tasas de paro;1999TIII;4,67
Balears (Illes);ambos sexos;de 25 y más años;tasas de paro;1999TII;5,89
Balears (Illes);ambos sexos;de 25 y más años;tasas de paro;1999TI;9,89
Balears (Illes);ambos sexos;de 25 y más años;tasas de paro;1998TIV;8,90
Balears (Illes);ambos sexos;de 25 y más años;tasas de paro;1998TIII;6,81
Balears (Illes);ambos sexos;de 25 y más años;tasas de paro;1998TII;8,31
Balears (Illes);ambos sexos;de 25 y más años;tasas de paro;1998TI;10,28
Balears (Illes);ambos sexos;de 25 y más años;tasas de paro;1997TIV;8,85
Balears (Illes);ambos sexos;de 25 y más años;tasas de paro;1997TIII;8,39
Balears (Illes);ambos sexos;de 25 y más años;tasas de paro;1997TII;9,10
Balears (Illes);ambos sexos;de 25 y más años;tasas de paro;1997TI;10,55
Balears (Illes);ambos sexos;de 25 y más años;tasas de paro;1996TIV;10,41
Balears (Illes);ambos sexos;de 25 y más años;tasas de paro;1996TIII;9,31
Balears (Illes);ambos sexos;de 25 y más años;tasas de paro;1996TII;11,84
Balears (Illes);ambos sexos;de 25 y más años;tasas de paro;1996TI;13,37
Balears (Illes);ambos sexos;de 25 y más años;tasas de empleo;2001TIV;55,85
Balears (Illes);ambos sexos;de 25 y más años;tasas de empleo;2001TIII;59,33
Balears (Illes);ambos sexos;de 25 y más años;tasas de empleo;2001TII;58,64
Balears (Illes);ambos sexos;de 25 y más años;tasas de empleo;2001TI;53,17
Balears (Illes);ambos sexos;de 25 y más años;tasas de empleo;2000TIV;56,59
Balears (Illes);ambos sexos;de 25 y más años;tasas de empleo;2000TIII;58,28
Balears (Illes);ambos sexos;de 25 y más años;tasas de empleo;2000TII;57,88
Balears (Illes);ambos sexos;de 25 y más años;tasas de empleo;2000TI;54,96
Balears (Illes);ambos sexos;de 25 y más años;tasas de empleo;1999TIV;54,96
Balears (Illes);ambos sexos;de 25 y más años;tasas de empleo;1999TIII;55,86
Balears (Illes);ambos sexos;de 25 y más años;tasas de empleo;1999TII;54,78
Balears (Illes);ambos sexos;de 25 y más años;tasas de empleo;1999TI;51,44
Balears (Illes);ambos sexos;de 25 y más años;tasas de empleo;1998TIV;51,49
Balears (Illes);ambos sexos;de 25 y más años;tasas de empleo;1998TIII;53,59
Balears (Illes);ambos sexos;de 25 y más años;tasas de empleo;1998TII;52,70
Balears (Illes);ambos sexos;de 25 y más años;tasas de empleo;1998TI;51,80
Balears (Illes);ambos sexos;de 25 y más años;tasas de empleo;1997TIV;52,20
Balears (Illes);ambos sexos;de 25 y más años;tasas de empleo;1997TIII;53,37
Balears (Illes);ambos sexos;de 25 y más años;tasas de empleo;1997TII;52,63
Balears (Illes);ambos sexos;de 25 y más años;tasas de empleo;1997TI;51,55
Balears (Illes);ambos sexos;de 25 y más años;tasas de empleo;1996TIV;51,09
Balears (Illes);ambos sexos;de 25 y más años;tasas de empleo;1996TIII;51,98
Balears (Illes);ambos sexos;de 25 y más años;tasas de empleo;1996TII;50,18
Balears (Illes);ambos sexos;de 25 y más años;tasas de empleo;1996TI;48,54
Balears (Illes);ambos sexos;de 16 a 19 años;tasas de actividad;2001TIV;23,36
Balears (Illes);ambos sexos;de 16 a 19 años;tasas de actividad;2001TIII;33,81
Balears (Illes);ambos sexos;de 16 a 19 años;tasas de actividad;2001TII;30,26
Balears (Illes);ambos sexos;de 16 a 19 años;tasas de actividad;2001TI;22,38
Balears (Illes);ambos sexos;de 16 a 19 años;tasas de actividad;2000TIV;25,12
Balears (Illes);ambos sexos;de 16 a 19 años;tasas de actividad;2000TIII;27,82
Balears (Illes);ambos sexos;de 16 a 19 años;tasas de actividad;2000TII;31,73
Balears (Illes);ambos sexos;de 16 a 19 años;tasas de actividad;2000TI;34,33
Balears (Illes);ambos sexos;de 16 a 19 años;tasas de actividad;1999TIV;32,54
Balears (Illes);ambos sexos;de 16 a 19 años;tasas de actividad;1999TIII;37,06
Balears (Illes);ambos sexos;de 16 a 19 años;tasas de actividad;1999TII;27,62
Balears (Illes);ambos sexos;de 16 a 19 años;tasas de actividad;1999TI;28,12
Balears (Illes);ambos sexos;de 16 a 19 años;tasas de actividad;1998TIV;32,94
Balears (Illes);ambos sexos;de 16 a 19 años;tasas de actividad;1998TIII;33,46
Balears (Illes);ambos sexos;de 16 a 19 años;tasas de actividad;1998TII;32,93
Balears (Illes);ambos sexos;de 16 a 19 años;tasas de actividad;1998TI;26,61
Balears (Illes);ambos sexos;de 16 a 19 años;tasas de actividad;1997TIV;26,43
Balears (Illes);ambos sexos;de 16 a 19 años;tasas de actividad;1997TIII;35,86
Balears (Illes);ambos sexos;de 16 a 19 años;tasas de actividad;1997TII;29,92
Balears (Illes);ambos sexos;de 16 a 19 años;tasas de actividad;1997TI;28,84
Balears (Illes);ambos sexos;de 16 a 19 años;tasas de actividad;1996TIV;30,52
Balears (Illes);ambos sexos;de 16 a 19 años;tasas de actividad;1996TIII;35,02
Balears (Illes);ambos sexos;de 16 a 19 años;tasas de actividad;1996TII;28,90
Balears (Illes);ambos sexos;de 16 a 19 años;tasas de actividad;1996TI;28,37
Balears (Illes);ambos sexos;de 16 a 19 años;tasas de paro;2001TIV;13,18
Balears (Illes);ambos sexos;de 16 a 19 años;tasas de paro;2001TIII;15,42
Balears (Illes);ambos sexos;de 16 a 19 años;tasas de paro;2001TII;26,88
Balears (Illes);ambos sexos;de 16 a 19 años;tasas de paro;2001TI;34,08
Balears (Illes);ambos sexos;de 16 a 19 años;tasas de paro;2000TIV;24,93
Balears (Illes);ambos sexos;de 16 a 19 años;tasas de paro;2000TIII;23,26
Balears (Illes);ambos sexos;de 16 a 19 años;tasas de paro;2000TII;21,88
Balears (Illes);ambos sexos;de 16 a 19 años;tasas de paro;2000TI;22,80
Balears (Illes);ambos sexos;de 16 a 19 años;tasas de paro;1999TIV;21,99
Balears (Illes);ambos sexos;de 16 a 19 años;tasas de paro;1999TIII;21,35
Balears (Illes);ambos sexos;de 16 a 19 años;tasas de paro;1999TII;14,93
Balears (Illes);ambos sexos;de 16 a 19 años;tasas de paro;1999TI;25,81
Balears (Illes);ambos sexos;de 16 a 19 años;tasas de paro;1998TIV;31,66
Balears (Illes);ambos sexos;de 16 a 19 años;tasas de paro;1998TIII;33,85
Balears (Illes);ambos sexos;de 16 a 19 años;tasas de paro;1998TII;46,73
Balears (Illes);ambos sexos;de 16 a 19 años;tasas de paro;1998TI;39,80
